"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"아이파크어린이집","경계로부터 10m 이내","서울특별시","중랑구","어린이집                                                                                                ","서울특별시 중랑구 간접흡연 피해방지 조례 5조 1항 6호","10","100000","02-2094-0864","서울특별시 중랑구 중랑천로 286 라동","","서울특별시 중랑구청","37.573875","127.090643","2021-05-18","","2022-12-17 11:37:16.0"
"아이플레이어린이집","경계로부터 10m 이내","서울특별시","중랑구","어린이집                                                                                                ","서울특별시 중랑구 간접흡연 피해방지 조례 5조 1항 6호","10","100000","02-2094-0864","서울특별시 중랑구 중랑천로 286","","서울특별시 중랑구청","37.61069421","127.0734812","2021-05-18","","2022-12-17 11:37:16.0"
"알지오어린이집","경계로부터 10m 이내","서울특별시","중랑구","어린이집                                                                                                ","서울특별시 중랑구 간접흡연 피해방지 조례 5조 1항 6호","10","100000","02-2094-0864","서울특별시 중랑구 봉화산로3길 229-6","","서울특별시 중랑구청","37.6118472","127.0737043","2021-05-18","","2022-12-17 11:37:16.0"
"보림어린이집","경계로부터 10m 이내","서울특별시","중랑구","어린이집                                                                                                ","서울특별시 중랑구 간접흡연 피해방지 조례 5조 1항 6호","10","100000","02-2094-0864","서울특별시 중랑구 중랑천로 286","","서울특별시 중랑구청","37.61069421","127.0734812","2021-05-18","","2022-12-17 11:37:16.0"
"아띠랑어린이집","경계로부터 10m 이내","서울특별시","중랑구","어린이집                                                                                                ","서울특별시 중랑구 간접흡연 피해방지 조례 5조 1항 6호","10","100000","02-2094-0864","서울특별시 중랑구 동일로169길 41","","서울특별시 중랑구청","37.6132857","127.0741781","2021-05-18","","2022-12-17 11:37:16.0"
"아이어린이집","경계로부터 10m 이내","서울특별시","중랑구","어린이집                                                                                                ","서울특별시 중랑구 간접흡연 피해방지 조례 5조 1항 6호","10","100000","02-2094-0864","서울특별시 중랑구 동일로157라길","","서울특별시 중랑구청","37.573875","127.090643","2021-05-18","","2022-12-17 11:37:16.0"
"해오름 어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 여의대방로31길 10","","서울특별시 영등포구청","37.50060067","126.9191618","2022-05-12","","2022-12-17 11:37:16.0"
"꼬마대통령어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 여의대방로47길 12","","서울특별시 영등포구청","37.50909535","126.9223909","2022-05-12","","2022-12-17 11:37:16.0"
"아기파랑새어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 선유서로21길 15","","서울특별시 영등포구청","37.5224140396","126.8835277838","2022-05-12","","2022-12-17 11:37:16.0"
"양평 병아리 어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 영등포로11길 18","","서울특별시 영등포구청","37.5241271601","126.8882371567","2022-05-12","","2022-12-17 11:37:16.0"
"즐거운코뿔소어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 문래북로 31","","서울특별시 영등포구청","37.5213926933","126.8887937227","2022-05-12","","2022-12-17 11:37:16.0"
"코뿔소어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 선유로 85-7","","서울특별시 영등포구청","37.5216150230","126.8889452027","2022-05-12","","2022-12-17 11:37:16.0"
"예담어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 양평로22가길 6-1","","서울특별시 영등포구청","37.538901","126.893637","2022-05-12","","2022-12-17 11:37:16.0"
"고운색동어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 영중로27길 8","","서울특별시 영등포구청","37.5243041644","126.9044054619","2022-05-12","","2022-12-17 11:37:16.0"
"서울노총홍익어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 국회대로44길 10","","서울특별시 영등포구청","37.5247858335","126.9032906596","2022-05-12","","2022-12-17 11:37:16.0"
"영등포사임당어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 양산로 177","","서울특별시 영등포구청","37.52446192","126.9030707","2022-05-12","","2022-12-17 11:37:16.0"
"영성어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 영중로33길 9","","서울특별시 영등포구청","37.52612702","126.9044585","2022-05-12","","2022-12-17 11:37:16.0"
"하나유아스쿨어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 영중로29길 8","","서울특별시 영등포구청","37.52524268","126.9044443","2022-05-12","","2022-12-17 11:37:16.0"
"꿈동산어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 신길로62가길 1-2","","서울특별시 영등포구청","37.51447388","126.9154191","2022-05-12","","2022-12-17 11:37:16.0"
"새예닮어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 신길로60마길 10","","서울특별시 영등포구청","37.51384288","126.9133836","2022-05-12","","2022-12-17 11:37:16.0"
"영일우리어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 영신로9나길 8","","서울특별시 영등포구청","37.51313238","126.9068027","2022-05-12","","2022-12-17 11:37:16.0"
"도림방과후교실어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도영로 37","","서울특별시 영등포구청","37.51018386","126.8974675","2022-05-12","","2022-12-17 11:37:16.0"
"도림어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도영로 37","","서울특별시 영등포구청","37.51018386","126.8974675","2022-05-12","","2022-12-17 11:37:16.0"
"양평동교회어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 양평로20길 11","","서울특별시 영등포구청","37.53810881","126.8958331","2022-05-12","","2022-12-17 11:37:16.0"
"영등포구청직장어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 선유동1로 80","","서울특별시 영등포구청","37.5286199000","126.8944899765","2022-05-12","","2022-12-17 11:37:16.0"
"건이강이어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 당산로 238","","서울특별시 영등포구청","37.5345384529","126.9028534465","2022-05-12","","2022-12-17 11:37:16.0"
"GS SHOP 도담도담 어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 선유로 75","","서울특별시 영등포구청","37.5208101512","126.8890342906","2022-05-12","","2022-12-17 11:37:16.0"
"쌍용어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도영로7길 15","","서울특별시 영등포구청","37.50935622","126.8936224","2022-05-12","","2022-12-17 11:37:16.0"
"아트자이어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도영로 66","","서울특별시 영등포구청","37.51039494","126.9001766","2022-05-12","","2022-12-17 11:37:16.0"
"비율라어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도림로141가길 33-4","","서울특별시 영등포구청","37.51613969","126.889299","2022-05-12","","2022-12-17 11:37:16.0"
"신이화어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 선유로3길 23","","서울특별시 영등포구청","37.5160554288","126.8853136664","2022-05-12","","2022-12-17 11:37:16.0"
"강기호치과의원","시설전체","서울특별시","강북구","치과의원                                                                                                ","국민건강증진법","1","100000","02-901-7683","서울특별시 강북구 도봉로 189 (미아동)","","서울특별시 강북구청","37.62561398","127.0260168","2022-04-21","","2022-12-17 11:37:20.0"
"키즈빈생태어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 선유로 26-1","","서울특별시 영등포구청","37.5162957813","126.8886670200","2022-05-12","","2022-12-17 11:37:16.0"
"한별어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 문래로 151-3","","서울특별시 영등포구청","37.51895752","126.8988753","2022-05-12","","2022-12-17 11:37:16.0"
"신길어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 영등포로67가길 9","","서울특별시 영등포구청","37.51507151","126.9195303","2022-05-12","","2022-12-17 11:37:16.0"
"신예랑어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도신로54길 12-4","","서울특별시 영등포구청","37.51054437","126.9147136","2022-05-12","","2022-12-17 11:37:16.0"
"새봄어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도신로 142","","서울특별시 영등포구청","37.5092206","126.9075153","2022-05-12","","2022-12-17 11:37:16.0"
"신나는어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 신길로 199","","서울특별시 영등포구청","37.50994858","126.9102754","2022-05-12","","2022-12-17 11:37:16.0"
"코끼리어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 가마산로61가길 14","","서울특별시 영등포구청","37.50613181","126.9066406","2022-05-12","","2022-12-17 11:37:16.0"
"모여라어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도신로48길 19","","서울특별시 영등포구청","37.50945034","126.9134298","2022-05-12","","2022-12-17 11:37:16.0"
"예승아트스쿨어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 신길로42길 10","","서울특별시 영등포구청","37.50785139","126.9118134","2022-05-12","","2022-12-17 11:37:16.0"
"위즈키즈어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 가마산로79길 7","","서울특별시 영등포구청","37.5051397","126.9145978","2022-05-12","","2022-12-17 11:37:16.0"
"한국어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 신길로42라길 1","","서울특별시 영등포구청","37.50765282","126.9127992","2022-05-12","","2022-12-17 11:37:16.0"
"수정어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도림로63라길 9","","서울특별시 영등포구청","37.499692","126.901427","2022-05-12","","2022-12-17 11:37:16.0"
"남서울교회부설 꿈이있는어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 신풍로16길 1","","서울특별시 영등포구청","37.49947408","126.9152096","2022-05-12","","2022-12-17 11:37:16.0"
"상아랜드어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 신길로8길 11","","서울특별시 영등포구청","37.4958041","126.9097375","2022-05-12","","2022-12-17 11:37:16.0"
"새상아어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 신길로8길 11","","서울특별시 영등포구청","37.4958041","126.9097375","2022-05-12","","2022-12-17 11:37:16.0"
"은석어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 여의대방로23길 11","","서울특별시 영등포구청","37.49819791","126.9187041","2022-05-12","","2022-12-17 11:37:16.0"
"은지어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 신풍로 88","","서울특별시 영등포구청","37.4998103065","126.9158046585","2022-05-12","","2022-12-17 11:37:16.0"
"한나어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 신풍로23길 13-1","","서울특별시 영등포구청","37.50139878","126.9183693","2022-05-12","","2022-12-17 11:37:16.0"
"강남새 어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 당산로42길 16","","서울특별시 영등포구청","37.53059009","126.899629","2022-05-12","","2022-12-17 11:37:16.0"
"별님스타키즈 어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 당산로41길17","","서울특별시 영등포구청","37.5316980207","126.8973877284","2022-05-12","","2022-12-17 11:37:16.0"
"삼성아이어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 버드나루로 130","","서울특별시 영등포구청","37.5305725","126.9080121","2022-05-12","","2022-12-17 11:37:17.0"
"효성어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 당산로42길 13","","서울특별시 영등포구청","37.53109883","126.9019165","2022-05-12","","2022-12-17 11:37:17.0"
"강성어린이스쿨어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 대림로 128-2","","서울특별시 영등포구청","37.49289595","126.9018665","2022-05-12","","2022-12-17 11:37:17.0"
"열린창의어린이집","경계로부터 10m 이내","서울특별시","중랑구","어린이집                                                                                                ","서울특별시 중랑구 간접흡연 피해방지 조례 5조 1항 6호","10","100000","02-2094-0864","서울특별시 중랑구 중랑천로 324","","서울특별시 중랑구청","37.6136546","127.0731291","2021-05-18","","2022-12-17 11:37:17.0"
"더크는어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 대림로8길 9-10","","서울특별시 영등포구청","37.4910146","126.9050007","2022-05-12","","2022-12-17 11:37:17.0"
"리틀푸른어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 시흥대로181길 17","","서울특별시 영등포구청","37.4910173","126.9059068","2022-05-12","","2022-12-17 11:37:17.0"
"미림어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 디지털로 455-7","","서울특별시 영등포구청","37.4962984","126.9069637","2022-05-12","","2022-12-17 11:37:17.0"
"예원어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 디지털로 455-6","","서울특별시 영등포구청","37.49632562","126.9072016","2022-05-12","","2022-12-17 11:37:17.0"
"참사랑어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 디지털로 400","","서울특별시 영등포구청","37.4922646594","126.9033422176","2022-05-12","","2022-12-17 11:37:17.0"
"평강어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 대림로8길 39","","서울특별시 영등포구청","37.49283925","126.9071868","2022-05-12","","2022-12-17 11:37:17.0"
"윤지어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도림천로21길 33","","서울특별시 영등포구청","37.48837868","126.9029758","2022-05-12","","2022-12-17 11:37:17.0"
"키드스쿨어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도림천로 379","","서울특별시 영등포구청","37.49112418","126.8963451","2022-05-12","","2022-12-17 11:37:17.0"
"튼튼어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 디지털로37길 5","","서울특별시 영등포구청","37.48915242","126.8987421","2022-05-12","","2022-12-17 11:37:17.0"
"해달별 아이사랑어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 대림로23가길 2-1","","서울특별시 영등포구청","37.49299226","126.8987569","2022-05-12","","2022-12-17 11:37:17.0"
"건강한어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 대림로 251","","서울특별시 영등포구청","37.50299708","126.8960127","2022-05-12","","2022-12-17 11:37:17.0"
"건강한현대어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도신로 31","","서울특별시 영등포구청","37.50623471","126.8951535","2022-05-12","","2022-12-17 11:37:17.0"
"리틀펠리스 어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도림로41길 20-1","","서울특별시 영등포구청","37.49575893","126.8977558","2022-05-12","","2022-12-17 11:37:17.0"
"아해뜰어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도림로47길 27","","서울특별시 영등포구청","37.49759957","126.899307","2022-05-12","","2022-12-17 11:37:17.0"
"참고은어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 도림로47길 18-1","","서울특별시 영등포구청","37.49690894","126.9000401","2022-05-12","","2022-12-17 11:37:17.0"
"펠리스어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 대림로31가길 16","","서울특별시 영등포구청","37.49549512","126.8969386","2022-05-12","","2022-12-17 11:37:17.0"
"거성어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 선유로43가길 24","","서울특별시 영등포구청","37.5314273419","126.8920117156","2022-05-12","","2022-12-17 11:37:17.0"
"반디어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 양평로30가길 15","","서울특별시 영등포구청","37.5424861722","126.8900111642","2022-05-12","","2022-12-17 11:37:17.0"
"선유어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 선유로 207","","서울특별시 영등포구청","37.5320074914","126.8937947241","2022-05-12","","2022-12-17 11:37:17.0"
"양평2동어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 선유로53길 20-7","","서울특별시 영등포구청","37.53811004","126.8964169","2022-05-12","","2022-12-17 11:37:17.0"
"이든어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 양평로17길 36","","서울특별시 영등포구청","37.5344347623","126.8943697748","2022-05-12","","2022-12-17 11:37:17.0"
"둥근마음어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 여의대방로 372","","서울특별시 영등포구청","37.51814195","126.9307706","2022-05-12","","2022-12-17 11:37:17.0"
"여의동어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 국제금융로 124","","서울특별시 영등포구청","37.51769391","126.934614","2022-05-12","","2022-12-17 11:37:17.0"
"은해어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 국제금융로 110","","서울특별시 영등포구청","37.5184318414","126.9336583267","2022-05-12","","2022-12-17 11:37:17.0"
"아크로타워어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 국회대로54길 11","","서울특별시 영등포구청","37.524516","126.908022","2022-05-12","","2022-12-17 11:37:17.0"
"영삼어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 영등포로35길 13","","서울특별시 영등포구청","37.5213441","126.9041762","2022-05-12","","2022-12-17 11:37:17.0"
"영이어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 영중로4길 31","","서울특별시 영등포구청","37.51802838","126.9096297","2022-05-12","","2022-12-17 11:37:17.0"
"푸르지오어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2019-4호","","100000","02-2670-4900","서울특별시 영등포구 영중로 154","","서울특별시 영등포구청","37.5311883385","126.9060667997","2022-05-12","","2022-12-17 11:37:17.0"
"예쁜꼬마어린이집","경계로부터 10m 이내","서울특별시","중랑구","어린이집                                                                                                ","서울특별시 중랑구 간접흡연 피해방지 조례 5조 1항 6호","10","100000","02-2094-0864","서울특별시 중랑구 동일로169길 41","","서울특별시 중랑구청","37.6132857","127.0741781","2021-05-18","","2022-12-17 11:37:17.0"
